data;estado;casos;mortes
2020-02-27;SP;     1;    0
2020-02-28;SP;     2;    0
2020-02-29;SP;     2;    0
2020-03-01;SP;     2;    0
2020-03-02;SP;     2;    0
2020-03-03;SP;     2;    0
2020-03-04;SP;     3;    0
2020-03-05;SP;     6;    0
2020-03-06;SP;    10;    0
2020-03-07;SP;    13;    0
2020-03-08;SP;    16;    0
2020-03-09;SP;    16;    0
2020-03-10;SP;    19;    0
2020-03-11;SP;    30;    0
2020-03-12;SP;    46;    0
2020-03-14;SP;    65;    0
2020-03-16;SP;   152;    0
2020-03-17;SP;   164;    1
2020-03-18;SP;   240;    3
2020-03-19;SP;   286;    5
2020-03-20;SP;   396;    9
2020-03-21;SP;   396;   15
2020-03-22;SP;   631;   22
2020-03-23;SP;   745;   30
2020-03-24;SP;   810;   40
2020-03-25;SP;   862;   48
2020-03-26;SP;  1052;   58
2020-03-27;SP;  1223;   68
2020-03-28;SP;  1406;   84
2020-03-29;SP;  1451;   98
2020-03-30;SP;  1517;  113
2020-03-31;SP;  2339;  136
2020-04-01;SP;  2981;  164
2020-04-02;SP;  3506;  188
2020-04-03;SP;  4048;  219
2020-04-04;SP;  4466;  260
2020-04-05;SP;  4620;  275
2020-04-06;SP;  4866;  304
2020-04-07;SP;  5682;  371
2020-04-08;SP;  6708;  428
2020-04-09;SP;  7480;  496
2020-04-10;SP;  8216;  540
2020-04-11;SP;  8419;  560
2020-04-12;SP;  8755;  588
2020-04-13;SP;  8895;  608
2020-04-14;SP;  9371;  695
2020-04-15;SP; 11043;  778
2020-04-16;SP; 11568;  853
2020-04-17;SP; 12841;  928
2020-04-18;SP; 13894;  991
2020-04-19;SP; 14267; 1015
2020-04-20;SP; 14580; 1037
2020-04-21;SP; 15385; 1093
2020-04-22;SP; 15914; 1134
2020-04-23;SP; 16740; 1345
2020-04-24;SP; 17826; 1512
2020-04-25;SP; 20004; 1667
2020-04-26;SP; 20715; 1700
2020-04-27;SP; 21696; 1825
2020-04-28;SP; 24041; 2049
2020-04-29;SP; 26158; 2247
2020-04-30;SP; 28698; 2375
2020-05-01;SP; 30374; 2511
2020-05-02;SP; 31174; 2586
2020-05-03;SP; 31772; 2627
2020-05-04;SP; 32187; 2654
2020-05-05;SP; 34053; 2851
2020-05-06;SP; 37853; 3045
2020-05-07;SP; 39928; 3206
2020-05-08;SP; 41830; 3416
2020-05-09;SP; 44411; 3608
2020-05-10;SP; 45444; 3709
2020-05-11;SP; 46131; 3743
2020-05-12;SP; 47719; 3949
2020-05-13;SP; 51097; 4118
2020-05-14;SP; 54286; 4315
2020-05-15;SP; 58378; 4501
2020-05-16;SP; 61183; 4688
2020-05-17;SP; 62345; 4782
2020-05-18;SP; 63066; 4823
2020-05-19;SP; 65995; 5147
2020-05-20;SP; 69859; 5363
2020-05-21;SP; 73739; 5558
2020-05-22;SP; 76871; 5773
2020-05-23;SP; 80558; 6045
2020-05-24;SP; 82161; 6163
2020-05-25;SP; 83625; 6220
2020-05-26;SP; 86017; 6423
2020-05-27;SP; 89483; 6712
2020-05-28;SP; 95865; 6980
2020-05-29;SP;101556; 7275
2020-05-30;SP;107142; 7532
2020-05-31;SP;109698; 7615
2020-06-01;SP;111296; 7667
2020-06-02;SP;118295; 7994
2020-06-03;SP;123483; 8276
2020-06-04;SP;129200; 8561
2020-06-05;SP;134565; 8842
2020-06-06;SP;140549; 9058
2020-06-07;SP;143073; 9145
2020-06-08;SP;144593; 9188
2020-06-09;SP;150138; 9522
2020-06-10;SP;156316; 9862
2020-06-11;SP;162520;10145
2020-06-12;SP;167900;10368
2020-06-13;SP;172875;10581
2020-06-14;SP;178202;10694
2020-06-15;SP;181460;10767
2020-06-16;SP;190285;11132
2020-06-17;SP;191517;11521
2020-06-18;SP;192628;11846
2020-06-19;SP;211658;12232
2020-06-20;SP;215793;12494
2020-06-21;SP;219185;12588
2020-06-22;SP;221973;12634
2020-06-23;SP;229475;13068
2020-06-24;SP;238822;13352
2020-06-25;SP;248587;13759
2020-06-26;SP;258508;13966
2020-06-27;SP;265581;14263
2020-06-28;SP;271737;14338
2020-06-29;SP;275145;14398
2020-06-30;SP;281380;14763
2020-07-01;SP;289935;15030
2020-07-02;SP;302179;15351
2020-07-03;SP;310517;15694
2020-07-04;SP;312530;15996
2020-07-05;SP;320179;16078
2020-07-06;SP;323070;16134
2020-07-07;SP;332708;16475
2020-07-08;SP;341365;16788
2020-07-09;SP;349715;17118
2020-07-10;SP;359110;17442
2020-07-11;SP;366890;17702
2020-07-12;SP;371997;17848
2020-07-13;SP;374607;17907
2020-07-14;SP;386607;18324
2020-07-15;SP;393176;18640
2020-07-16;SP;402048;19038
2020-07-17;SP;407415;19377
2020-07-18;SP;412027;19647
2020-07-19;SP;415049;19732
2020-07-20;SP;416434;19788
2020-07-21;SP;422669;20171
2020-07-22;SP;439446;20532
2020-07-23;SP;452007;20894
2020-07-24;SP;463218;21206
2020-07-25;SP;479481;21517
2020-07-26;SP;483982;21606
2020-07-27;SP;487654;21676
2020-03-18;TO;     1;    0
2020-03-19;TO;     1;    0
2020-03-20;TO;     1;    0
2020-03-21;TO;     2;    0
2020-03-22;TO;     5;    0
2020-03-23;TO;     7;    0
2020-03-24;TO;     7;    0
2020-03-25;TO;     7;    0
2020-03-26;TO;     8;    0
2020-03-27;TO;     9;    0
2020-03-28;TO;     9;    0
2020-03-29;TO;    10;    0
2020-03-30;TO;    11;    0
2020-03-31;TO;    12;    0
2020-04-01;TO;    12;    0
2020-04-02;TO;    12;    0
2020-04-03;TO;    13;    0
2020-04-04;TO;    16;    0
2020-04-05;TO;    17;    0
2020-04-06;TO;    19;    0
2020-04-07;TO;    19;    0
2020-04-08;TO;    23;    0
2020-04-09;TO;    23;    0
2020-04-10;TO;    23;    0
2020-04-11;TO;    25;    0
2020-04-12;TO;    26;    0
2020-04-13;TO;    26;    0
2020-04-14;TO;    27;    0
2020-04-15;TO;    29;    1
2020-04-16;TO;    31;    1
2020-04-17;TO;    32;    1
2020-04-18;TO;    33;    1
2020-04-19;TO;    34;    1
2020-04-20;TO;    35;    2
2020-04-21;TO;    36;    2
2020-04-22;TO;    37;    2
2020-04-23;TO;    43;    2
2020-04-24;TO;    50;    2
2020-04-25;TO;    58;    2
2020-04-26;TO;    67;    2
2020-04-27;TO;    79;    2
2020-04-28;TO;   116;    2
2020-04-29;TO;   137;    3
2020-04-30;TO;   164;    3
2020-05-01;TO;   191;    4
2020-05-02;TO;   246;    4
2020-05-03;TO;   267;    6
2020-05-04;TO;   303;    7
2020-05-05;TO;   351;    9
2020-05-06;TO;   423;    9
2020-05-07;TO;   494;    9
2020-05-08;TO;   572;    9
2020-05-09;TO;   688;   11
2020-05-10;TO;   747;   12
2020-05-11;TO;   828;   14
2020-05-12;TO;   932;   21
2020-05-13;TO;  1029;   23
2020-05-14;TO;  1179;   24
2020-05-15;TO;  1279;   27
2020-05-17;TO;  1496;   32
2020-05-18;TO;  1646;   38
2020-05-19;TO;  1809;   42
2020-05-20;TO;  1976;   47
2020-05-21;TO;  2205;   49
2020-05-22;TO;  2430;   51
2020-05-23;TO;  2430;   51
2020-05-25;TO;  2696;   58
2020-05-26;TO;  2858;   64
2020-05-28;TO;  3277;   68
2020-05-29;TO;  3611;   70
2020-05-30;TO;  3981;   71
2020-05-31;TO;  4176;   73
2020-06-01;TO;  4345;   76
2020-06-02;TO;  4483;   79
2020-06-03;TO;  4698;   82
2020-06-05;TO;  5505;   96
2020-06-06;TO;  5644;   99
2020-06-07;TO;  5644;   99
2020-06-08;TO;  6052;  114
2020-06-09;TO;  6257;  120
2020-06-10;TO;  6529;  124
2020-06-11;TO;  6744;  128
2020-06-12;TO;  6931;  130
2020-06-13;TO;  6972;  132
2020-06-14;TO;  7137;  136
2020-06-15;TO;  7309;  140
2020-06-16;TO;  7573;  149
2020-06-17;TO;  7774;  152
2020-06-18;TO;  7956;  159
2020-06-19;TO;  8203;  167
2020-06-20;TO;  8354;  175
2020-06-21;TO;  8477;  178
2020-06-22;TO;  8766;  179
2020-06-23;TO;  9098;  181
2020-06-24;TO;  9425;  183
2020-06-25;TO;  9681;  186
2020-06-26;TO;  9966;  191
2020-06-27;TO; 10228;  192
2020-06-28;TO; 10359;  195
2020-06-29;TO; 10764;  200
2020-06-30;TO; 11222;  204
2020-07-01;TO; 11454;  209
2020-07-02;TO; 11736;  211
2020-07-03;TO; 12282;  215
2020-07-04;TO; 12476;  220
2020-07-05;TO; 12640;  224
2020-07-06;TO; 13004;  228
2020-07-07;TO; 13440;  233
2020-07-08;TO; 13845;  240
2020-07-09;TO; 14509;  245
2020-07-10;TO; 14939;  251
2020-07-11;TO; 15132;  255
2020-07-12;TO; 15307;  259
2020-07-13;TO; 15723;  267
2020-07-14;TO; 16031;  271
2020-07-15;TO; 16672;  278
2020-07-16;TO; 16954;  283
2020-07-17;TO; 17209;  288
2020-07-18;TO; 17773;  294
2020-07-19;TO; 17898;  299
2020-07-20;TO; 18354;  308
2020-07-21;TO; 18850;  315
2020-07-22;TO; 19423;  326
2020-07-23;TO; 19965;  334
2020-07-24;TO; 20920;  340
2020-07-25;TO; 21767;  346
2020-07-26;TO; 22106;  350
